ID	PERCEPTUAL PROCESSES	SEEING	HEARING	FEELING	
13501	0.0000	0.0000	0.0000	0.0000	
5430	7.5000	6.2500	1.2500	0.0000	
6310	13.3333	0.0000	13.3333	0.0000	
6350	2.7027	2.7027	0.0000	0.0000	
13751	3.0303	3.0303	0.0000	0.0000	
5980	0.0000	0.0000	0.0000	0.0000	
14311	0.0000	0.0000	0.0000	0.0000	
18271	0.0000	0.0000	0.0000	0.0000	
4971	1.5873	0.5291	1.0582	0.0000	
5271	0.0000	0.0000	0.0000	0.0000	
5301	0.0000	0.0000	0.0000	0.0000	
6691	3.5714	1.7857	1.7857	0.0000	
2020	0.0000	0.0000	0.0000	0.0000	
6791	6.8182	2.2727	2.2727	0.0000	
10601	0.0000	0.0000	0.0000	0.0000	
10721	1.7241	1.7241	0.0000	0.0000	
10751	0.0000	0.0000	0.0000	0.0000	
12741	1.4925	1.4925	0.0000	0.0000	
12861	2.0513	0.5128	0.0000	1.5385	
16051	0.0000	0.0000	0.0000	0.0000	
17021	3.3333	0.0000	3.3333	0.0000	
17051	0.0000	0.0000	0.0000	0.0000	
17071	1.3889	0.0000	1.3889	0.0000	
6860	0.0000	0.0000	0.0000	0.0000	
7170	0.0000	0.0000	0.0000	0.0000	
20621	0.0000	0.0000	0.0000	0.0000	
20761	0.0000	0.0000	0.0000	0.0000	
7740	0.5780	0.5780	0.0000	0.0000	
20871	1.1628	0.0000	0.0000	0.0000	
7750	0.9174	0.9174	0.0000	0.0000	
20941	2.7778	0.0000	0.0000	2.7778	
7760	0.0000	0.0000	0.0000	0.0000	
20951	2.7972	2.0979	0.6993	0.6993	
20961	0.0000	0.0000	0.0000	0.0000	
21251	0.0000	0.0000	0.0000	0.0000	
21261	4.3478	0.0000	0.0000	4.3478	
21281	0.0000	0.0000	0.0000	0.0000	
21421	1.8868	1.8868	0.0000	0.0000	
21461	8.3333	0.0000	0.0000	0.0000	
22111	0.0000	0.0000	0.0000	0.0000	
1151	0.8197	0.8197	0.0000	0.0000	
1181	1.4286	1.4286	0.0000	0.0000	
200	0.0000	0.0000	0.0000	0.0000	
210	2.2727	0.0000	2.2727	0.0000	
1371	2.0548	2.0548	0.0000	0.0000	
1381	0.0000	0.0000	0.0000	0.0000	
280	0.0000	0.0000	0.0000	0.0000	
520	1.3889	1.3889	0.0000	0.0000	
1380	0.0000	0.0000	0.0000	0.0000	
4451	0.0000	0.0000	0.0000	0.0000	
4461	0.0000	0.0000	0.0000	0.0000	
6431	0.0000	0.0000	0.0000	0.0000	
7671	0.0000	0.0000	0.0000	0.0000	
7691	0.0000	0.0000	0.0000	0.0000	
8001	2.9851	0.0000	1.4925	1.4925	
8241	1.6393	0.0000	1.0929	0.5464	
2670	4.5455	0.0000	4.5455	0.0000	
2700	0.0000	0.0000	0.0000	0.0000	
8311	2.5210	0.0000	0.0000	1.6807	
2680	0.0000	0.0000	0.0000	0.0000	
2710	4.5455	0.0000	0.0000	4.5455	
8321	0.0000	0.0000	0.0000	0.0000	
2690	0.0000	0.0000	0.0000	0.0000	
8471	4.1237	1.0309	2.0619	0.0000	
8501	0.0000	0.0000	0.0000	0.0000	
8661	4.4118	2.9412	1.4706	0.0000	
2820	0.0000	0.0000	0.0000	0.0000	
3160	0.0000	0.0000	0.0000	0.0000	
8801	0.0000	0.0000	0.0000	0.0000	
3090	0.0000	0.0000	0.0000	0.0000	
3100	0.0000	0.0000	0.0000	0.0000	
3150	0.0000	0.0000	0.0000	0.0000	
3330	0.0000	0.0000	0.0000	0.0000	
8811	1.4085	1.4085	0.0000	0.0000	
8911	3.5714	0.0000	3.5714	0.0000	
9111	0.0000	0.0000	0.0000	0.0000	
9471	0.0000	0.0000	0.0000	0.0000	
13401	2.3529	2.3529	0.0000	0.0000	
13461	0.0000	0.0000	0.0000	0.0000	
13701	0.0000	0.0000	0.0000	0.0000	
13951	0.0000	0.0000	0.0000	0.0000	
14951	0.0000	0.0000	0.0000	0.0000	
6210	0.0000	0.0000	0.0000	0.0000	
15001	0.0000	0.0000	0.0000	0.0000	
15041	0.0000	0.0000	0.0000	0.0000	
6250	4.5455	0.0000	0.0000	4.5455	
15111	0.0000	0.0000	0.0000	0.0000	
15421	0.0000	0.0000	0.0000	0.0000	
18261	2.4390	2.4390	0.0000	0.0000	
18331	11.1111	11.1111	0.0000	0.0000	
4941	0.0000	0.0000	0.0000	0.0000	
10561	3.2258	3.2258	0.0000	0.0000	
10671	0.0000	0.0000	0.0000	0.0000	
16021	0.0000	0.0000	0.0000	0.0000	
16031	0.0000	0.0000	0.0000	0.0000	
16041	0.0000	0.0000	0.0000	0.0000	
16071	0.0000	0.0000	0.0000	0.0000	
16091	0.0000	0.0000	0.0000	0.0000	
16121	0.0000	0.0000	0.0000	0.0000	
16181	0.0000	0.0000	0.0000	0.0000	
16251	0.0000	0.0000	0.0000	0.0000	
16311	4.7619	4.7619	0.0000	0.0000	
16341	0.0000	0.0000	0.0000	0.0000	
16441	0.0000	0.0000	0.0000	0.0000	
16491	0.0000	0.0000	0.0000	0.0000	
16501	0.0000	0.0000	0.0000	0.0000	
16511	0.0000	0.0000	0.0000	0.0000	
16541	0.0000	0.0000	0.0000	0.0000	
16591	0.0000	0.0000	0.0000	0.0000	
16831	0.0000	0.0000	0.0000	0.0000	
20591	1.0526	0.5263	0.0000	0.5263	
20681	2.6316	2.6316	0.0000	0.0000	
7770	1.7143	0.0000	1.1429	0.0000	
20801	0.9524	0.9524	0.0000	0.0000	
20881	1.7241	0.0000	0.0000	1.7241	
20891	1.4218	0.0000	0.4739	0.9479	
21001	0.6024	0.6024	0.0000	0.0000	
7800	1.3187	0.2198	1.0989	0.0000	
1141	1.6667	1.6667	0.0000	0.0000	
4531	2.7778	2.7778	0.0000	0.0000	
7571	1.7699	1.7699	0.0000	0.0000	
7651	0.0000	0.0000	0.0000	0.0000	
2740	0.0000	0.0000	0.0000	0.0000	
8421	3.8462	3.8462	0.0000	0.0000	
8431	0.0000	0.0000	0.0000	0.0000	
8441	0.0000	0.0000	0.0000	0.0000	
10041	0.0000	0.0000	0.0000	0.0000	
13381	3.3333	3.3333	0.0000	0.0000	
13421	1.7544	0.4386	0.8772	0.4386	
5400	2.2059	1.4706	0.7353	0.0000	
18251	1.1765	1.1765	0.0000	0.0000	
18341	3.0303	0.0000	0.0000	3.0303	
18401	0.0000	0.0000	0.0000	0.0000	
18411	0.0000	0.0000	0.0000	0.0000	
4921	0.0000	0.0000	0.0000	0.0000	
5041	0.0000	0.0000	0.0000	0.0000	
1480	0.0000	0.0000	0.0000	0.0000	
5131	5.0000	0.0000	0.0000	5.0000	
5311	0.0000	0.0000	0.0000	0.0000	
5341	0.0000	0.0000	0.0000	0.0000	
6501	1.9048	1.9048	0.0000	0.0000	
6551	0.0000	0.0000	0.0000	0.0000	
10541	1.7544	0.8772	0.4386	0.4386	
10551	1.6260	1.3550	0.0000	0.2710	
10931	1.6129	1.6129	0.0000	0.0000	
11021	2.0000	0.0000	2.0000	0.0000	
4090	2.7027	2.7027	0.0000	0.0000	
11501	2.1505	1.0753	1.0753	0.0000	
11521	2.1978	1.0989	1.0989	0.0000	
4110	3.1250	2.0833	0.0000	1.0417	
4650	3.2258	2.1505	1.0753	0.0000	
4720	2.1429	0.0000	1.4286	0.7143	
11781	0.0000	0.0000	0.0000	0.0000	
11961	3.7879	2.2727	0.7576	0.7576	
12331	0.0000	0.0000	0.0000	0.0000	
4730	0.0000	0.0000	0.0000	0.0000	
12441	0.0000	0.0000	0.0000	0.0000	
15931	0.0000	0.0000	0.0000	0.0000	
18971	0.0000	0.0000	0.0000	0.0000	
7940	0.0000	0.0000	0.0000	0.0000	
19011	2.5000	0.0000	2.5000	0.0000	
19111	2.5641	0.0000	0.0000	2.5641	
19151	1.0204	0.0000	1.0204	0.0000	
19181	4.1667	0.0000	4.1667	0.0000	
7580	0.0000	0.0000	0.0000	0.0000	
19191	4.0000	0.0000	4.0000	0.0000	
19401	4.4118	0.0000	2.9412	1.4706	
19441	0.0000	0.0000	0.0000	0.0000	
19511	0.7407	0.7407	0.0000	0.0000	
19571	2.8169	1.4085	0.0000	1.4085	
19601	0.0000	0.0000	0.0000	0.0000	
19611	0.0000	0.0000	0.0000	0.0000	
19631	0.0000	0.0000	0.0000	0.0000	
19641	0.0000	0.0000	0.0000	0.0000	
19661	3.6765	3.6765	0.0000	0.0000	
19691	3.7037	0.0000	3.7037	0.0000	
19821	0.0000	0.0000	0.0000	0.0000	
19851	0.0000	0.0000	0.0000	0.0000	
19891	5.2632	2.6316	2.6316	0.0000	
7510	5.8824	5.8824	0.0000	0.0000	
19921	4.7619	0.0000	4.7619	0.0000	
19941	0.8772	0.0000	0.0000	0.0000	
7860	4.7619	4.7619	0.0000	0.0000	
20061	0.0000	0.0000	0.0000	0.0000	
20081	0.0000	0.0000	0.0000	0.0000	
20121	5.5556	0.0000	0.0000	0.0000	
20131	0.0000	0.0000	0.0000	0.0000	
20151	1.0101	0.0000	1.0101	0.0000	
20181	2.8571	1.4286	1.4286	0.0000	
20191	1.8868	0.0000	0.0000	1.8868	
20211	2.3810	0.0000	0.0000	2.3810	
20221	0.0000	0.0000	0.0000	0.0000	
20231	0.0000	0.0000	0.0000	0.0000	
20251	2.7027	2.7027	0.0000	0.0000	
20261	0.0000	0.0000	0.0000	0.0000	
20281	3.2258	3.2258	0.0000	0.0000	
20301	0.0000	0.0000	0.0000	0.0000	
20311	1.2019	0.0000	0.2404	0.2404	
20321	0.0000	0.0000	0.0000	0.0000	
20331	1.1111	0.0000	1.1111	0.0000	
20361	1.3514	0.0000	0.0000	1.3514	
20371	0.0000	0.0000	0.0000	0.0000	
20401	0.0000	0.0000	0.0000	0.0000	
20461	0.9259	0.0000	0.9259	0.0000	
20471	0.0000	0.0000	0.0000	0.0000	
20651	0.0000	0.0000	0.0000	0.0000	
20661	0.0000	0.0000	0.0000	0.0000	
20671	0.0000	0.0000	0.0000	0.0000	
20831	0.0000	0.0000	0.0000	0.0000	
20911	5.5556	0.0000	0.0000	0.0000	
21011	0.0000	0.0000	0.0000	0.0000	
21021	1.0753	0.0000	0.0000	1.0753	
21031	0.0000	0.0000	0.0000	0.0000	
21131	0.0000	0.0000	0.0000	0.0000	
21141	0.0000	0.0000	0.0000	0.0000	
21151	1.8519	1.1111	0.7407	0.0000	
21161	0.0000	0.0000	0.0000	0.0000	
21171	0.0000	0.0000	0.0000	0.0000	
21181	0.0000	0.0000	0.0000	0.0000	
21191	0.0000	0.0000	0.0000	0.0000	
21211	0.0000	0.0000	0.0000	0.0000	
21271	0.0000	0.0000	0.0000	0.0000	
21291	0.0000	0.0000	0.0000	0.0000	
21301	4.1667	0.0000	0.0000	4.1667	
21351	3.8462	3.8462	0.0000	0.0000	
21361	3.3708	3.3708	0.0000	1.1236	
21401	0.0000	0.0000	0.0000	0.0000	
21411	0.6897	0.0000	0.0000	0.6897	
21501	1.2987	1.2987	0.0000	0.0000	
21511	0.0000	0.0000	0.0000	0.0000	
21521	6.6667	3.3333	0.0000	3.3333	
21541	0.0000	0.0000	0.0000	0.0000	
21581	0.0000	0.0000	0.0000	0.0000	
21591	4.1667	4.1667	0.0000	0.0000	
21601	4.3478	0.0000	4.3478	0.0000	
21621	1.8519	0.0000	1.8519	0.0000	
21651	1.4085	1.4085	0.0000	0.0000	
21671	0.0000	0.0000	0.0000	0.0000	
21681	3.2258	3.2258	0.0000	0.0000	
21831	1.2346	0.0000	1.2346	0.0000	
21901	0.0000	0.0000	0.0000	0.0000	
21941	0.0000	0.0000	0.0000	0.0000	
21991	2.1739	0.0000	0.0000	0.0000	
22001	0.8850	0.8850	0.0000	0.0000	
22011	0.0000	0.0000	0.0000	0.0000	
22021	3.2787	3.2787	0.0000	0.0000	
22031	0.7519	0.7519	0.0000	0.0000	
22061	1.0000	0.0000	1.0000	0.0000	
22071	1.3605	0.0000	0.0000	0.0000	
22081	4.2553	2.1277	0.0000	2.1277	
22101	2.4390	1.2195	0.0000	0.0000	
22121	0.0000	0.0000	0.0000	0.0000	
22131	1.4493	0.0000	0.0000	0.0000	
22141	2.1277	0.0000	0.0000	0.0000	
7950	0.0000	0.0000	0.0000	0.0000	
20561	2.4390	1.2195	1.2195	0.0000	
20841	0.0000	0.0000	0.0000	0.0000	
7780	0.0000	0.0000	0.0000	0.0000	
7880	0.0000	0.0000	0.0000	0.0000	
7890	0.0000	0.0000	0.0000	0.0000	
20901	0.0000	0.0000	0.0000	0.0000	
20921	6.2500	3.1250	3.1250	0.0000	
20931	0.0000	0.0000	0.0000	0.0000	
20971	0.0000	0.0000	0.0000	0.0000	
20981	0.0000	0.0000	0.0000	0.0000	
20991	0.0000	0.0000	0.0000	0.0000	
21081	0.0000	0.0000	0.0000	0.0000	
21381	3.4483	3.4483	0.0000	0.0000	
21441	0.0000	0.0000	0.0000	0.0000	
21451	0.0000	0.0000	0.0000	0.0000	
21471	0.0000	0.0000	0.0000	0.0000	
21481	0.0000	0.0000	0.0000	0.0000	
21731	0.0000	0.0000	0.0000	0.0000	
21911	0.0000	0.0000	0.0000	0.0000	
21931	0.0000	0.0000	0.0000	0.0000	
21951	0.0000	0.0000	0.0000	0.0000	
21961	2.7778	2.7778	0.0000	0.0000	
21971	0.0000	0.0000	0.0000	0.0000	
21981	0.0000	0.0000	0.0000	0.0000	
1091	0.0000	0.0000	0.0000	0.0000	
1121	4.1667	4.1667	0.0000	0.0000	
1191	0.9009	0.0000	0.9009	0.0000	
310	0.0000	0.0000	0.0000	0.0000	
1341	0.0000	0.0000	0.0000	0.0000	
7441	1.1364	1.1364	0.0000	0.0000	
7781	25.0000	25.0000	0.0000	0.0000	
2930	0.0000	0.0000	0.0000	0.0000	
3680	0.0000	0.0000	0.0000	0.0000	
4200	0.0000	0.0000	0.0000	0.0000	
4290	0.0000	0.0000	0.0000	0.0000	
4660	0.0000	0.0000	0.0000	0.0000	
4670	1.8182	0.9091	0.9091	0.0000	
4700	1.7544	1.7544	0.0000	0.0000	
8011	0.0000	0.0000	0.0000	0.0000	
2490	9.0909	3.0303	3.0303	3.0303	
2660	0.0000	0.0000	0.0000	0.0000	
3540	0.0000	0.0000	0.0000	0.0000	
3550	0.0000	0.0000	0.0000	0.0000	
8141	0.0000	0.0000	0.0000	0.0000	
4170	1.3158	0.0000	0.0000	1.3158	
4190	0.0000	0.0000	0.0000	0.0000	
8171	0.0000	0.0000	0.0000	0.0000	
2570	4.0000	4.0000	0.0000	0.0000	
2800	0.0000	0.0000	0.0000	0.0000	
2840	1.9608	1.9608	0.0000	0.0000	
8691	14.2857	14.2857	0.0000	0.0000	
2790	0.0000	0.0000	0.0000	0.0000	
8701	8.3333	8.3333	0.0000	0.0000	
8881	0.0000	0.0000	0.0000	0.0000	
9071	0.0000	0.0000	0.0000	0.0000	
2970	0.0000	0.0000	0.0000	0.0000	
2980	0.0000	0.0000	0.0000	0.0000	
3000	14.2857	14.2857	0.0000	0.0000	
9131	5.8824	0.0000	0.0000	5.8824	
2990	14.2857	0.0000	14.2857	0.0000	
9151	0.0000	0.0000	0.0000	0.0000	
9181	0.0000	0.0000	0.0000	0.0000	
9321	0.0000	0.0000	0.0000	0.0000	
9421	0.0000	0.0000	0.0000	0.0000	
9571	0.0000	0.0000	0.0000	0.0000	
9591	0.0000	0.0000	0.0000	0.0000	
9931	0.0000	0.0000	0.0000	0.0000	
3570	3.6364	1.8182	0.0000	1.8182	
4030	2.0408	1.0204	1.0204	0.0000	
9971	0.0000	0.0000	0.0000	0.0000	
10001	0.0000	0.0000	0.0000	0.0000	
10261	2.8571	0.0000	2.8571	0.0000	
10621	0.0000	0.0000	0.0000	0.0000	
10731	0.0000	0.0000	0.0000	0.0000	
11031	0.0000	0.0000	0.0000	0.0000	
11081	0.0000	0.0000	0.0000	0.0000	
11871	0.0000	0.0000	0.0000	0.0000	
4260	0.0000	0.0000	0.0000	0.0000	
4310	0.0000	0.0000	0.0000	0.0000	
4540	0.0000	0.0000	0.0000	0.0000	
4580	0.0000	0.0000	0.0000	0.0000	
5820	0.0000	0.0000	0.0000	0.0000	
12431	2.2222	0.0000	1.1111	1.1111	
4790	3.7037	3.7037	0.0000	0.0000	
15221	0.0000	0.0000	0.0000	0.0000	
13161	0.7812	0.7812	0.0000	0.0000	
18211	3.3670	0.6734	2.3569	0.3367	
4771	3.0303	0.0000	3.0303	0.0000	
4841	2.2727	1.1364	0.0000	1.1364	
13131	3.6145	1.2048	0.0000	1.2048	
10521	1.6949	1.6949	0.0000	0.0000	
10711	6.7568	6.7568	0.0000	0.0000	
4020	0.0000	0.0000	0.0000	0.0000	
11051	0.0000	0.0000	0.0000	0.0000	
15871	2.5641	0.0000	2.5641	0.0000	
15881	0.0000	0.0000	0.0000	0.0000	
20551	0.6289	0.0000	0.0000	0.6289	
20601	1.1765	1.1765	0.0000	0.0000	
1071	0.0000	0.0000	0.0000	0.0000	
1111	0.0000	0.0000	0.0000	0.0000	
1601	0.0000	0.0000	0.0000	0.0000	
320	0.0000	0.0000	0.0000	0.0000	
1661	3.2258	0.0000	3.2258	0.0000	
380	0.0000	0.0000	0.0000	0.0000	
7391	0.9804	0.9804	0.0000	0.0000	
7431	1.1364	1.1364	0.0000	0.0000	
7461	2.1008	1.2605	0.8403	0.0000	
7521	2.0833	1.0417	1.0417	0.0000	
7551	1.7647	1.7647	0.0000	0.0000	
2810	1.0753	0.0000	1.0753	0.0000	
7661	0.0000	0.0000	0.0000	0.0000	
7761	1.1628	0.7752	0.0000	0.3876	
7831	2.9557	1.4778	1.4778	0.0000	
7921	0.0000	0.0000	0.0000	0.0000	
2830	3.3832	2.9898	0.0000	0.3934	
8601	0.0000	0.0000	0.0000	0.0000	
13091	0.0000	0.0000	0.0000	0.0000	
13191	2.1459	0.4292	0.0000	1.7167	
13261	2.0000	0.0000	0.0000	2.0000	
13371	1.5625	0.0000	0.7812	0.7812	
5390	0.0000	0.0000	0.0000	0.0000	
13431	0.0000	0.0000	0.0000	0.0000	
14441	0.0000	0.0000	0.0000	0.0000	
18181	0.0000	0.0000	0.0000	0.0000	
4751	0.0000	0.0000	0.0000	0.0000	
10501	1.4706	1.4706	0.0000	0.0000	
15831	1.3514	0.0000	1.3514	0.0000	
20341	1.3514	1.3514	0.0000	0.0000	
20411	0.0000	0.0000	0.0000	0.0000	
20481	0.0000	0.0000	0.0000	0.0000	
20531	2.0408	2.0408	0.0000	0.0000	
20571	0.0000	0.0000	0.0000	0.0000	
1061	4.5455	4.5455	0.0000	0.0000	
1131	0.0000	0.0000	0.0000	0.0000	
1441	0.0000	0.0000	0.0000	0.0000	
1451	0.0000	0.0000	0.0000	0.0000	
2291	0.0000	0.0000	0.0000	0.0000	
7371	1.0638	0.5319	0.0000	0.5319	
13051	0.6211	0.6211	0.0000	0.0000	
13571	0.0000	0.0000	0.0000	0.0000	
18161	0.0000	0.0000	0.0000	0.0000	
18171	1.5152	1.5152	0.0000	0.0000	
7160	0.0000	0.0000	0.0000	0.0000	
18191	0.0000	0.0000	0.0000	0.0000	
18201	1.2048	1.2048	0.0000	0.0000	
18231	0.6757	0.6757	0.0000	0.0000	
18381	1.0667	0.5333	0.5333	0.0000	
20741	2.0833	2.0833	0.0000	0.0000	
4711	1.3889	0.0000	1.3889	0.0000	
10481	0.0000	0.0000	0.0000	0.0000	
10511	2.7027	2.7027	0.0000	0.0000	
3840	0.0000	0.0000	0.0000	0.0000	
10531	0.0000	0.0000	0.0000	0.0000	
15781	0.0000	0.0000	0.0000	0.0000	
17871	2.4510	2.4510	0.0000	0.0000	
20241	0.0000	0.0000	0.0000	0.0000	
20391	0.0000	0.0000	0.0000	0.0000	
7630	0.0000	0.0000	0.0000	0.0000	
1041	0.0000	0.0000	0.0000	0.0000	
1081	3.8462	0.0000	0.0000	3.8462	
120	6.6667	6.6667	0.0000	0.0000	
140	0.0000	0.0000	0.0000	0.0000	
1101	0.0000	0.0000	0.0000	0.0000	
160	0.0000	0.0000	0.0000	0.0000	
230	0.0000	0.0000	0.0000	0.0000	
7321	2.5641	2.5641	0.0000	0.0000	
7331	0.0000	0.0000	0.0000	0.0000	
7351	0.0000	0.0000	0.0000	0.0000	
7451	0.0000	0.0000	0.0000	0.0000	
7501	0.0000	0.0000	0.0000	0.0000	
7631	0.0000	0.0000	0.0000	0.0000	
13041	0.7299	0.0000	0.0000	0.0000	
13071	2.5000	0.0000	0.0000	1.2500	
5490	0.0000	0.0000	0.0000	0.0000	
13361	1.6129	0.0000	1.6129	0.0000	
14961	3.2609	2.1739	0.0000	1.0870	
18121	2.1739	0.0000	2.1739	0.0000	
4601	2.6042	0.5208	2.0833	0.0000	
10471	1.0309	1.0309	0.0000	0.0000	
11651	0.0000	0.0000	0.0000	0.0000	
11991	2.0979	0.6993	1.3986	0.0000	
4430	0.0000	0.0000	0.0000	0.0000	
12381	2.6316	0.0000	2.6316	0.0000	
12391	0.6944	0.0000	0.0000	0.0000	
4770	0.0000	0.0000	0.0000	0.0000	
6330	0.0000	0.0000	0.0000	0.0000	
6950	2.0101	1.0050	0.5025	0.5025	
6960	0.9050	0.4525	0.0000	0.4525	
6980	0.0000	0.0000	0.0000	0.0000	
14751	0.5882	0.0000	0.0000	0.5882	
6180	0.9615	0.9615	0.0000	0.0000	
6200	8.8235	2.9412	5.8824	0.0000	
6730	0.0000	0.0000	0.0000	0.0000	
16191	0.0000	0.0000	0.0000	0.0000	
16321	0.0000	0.0000	0.0000	0.0000	
16861	1.2500	1.2500	0.0000	0.0000	
17181	0.0000	0.0000	0.0000	0.0000	
7030	3.0928	2.0619	0.0000	1.0309	
17581	1.7964	0.5988	0.0000	1.1976	
7020	2.8226	1.6129	0.0000	1.2097	
7040	0.0000	0.0000	0.0000	0.0000	
17691	3.9216	1.9608	0.0000	1.9608	
15741	1.7699	0.8850	0.0000	0.0000	
15761	0.0000	0.0000	0.0000	0.0000	
15791	0.0000	0.0000	0.0000	0.0000	
15801	0.0000	0.0000	0.0000	0.0000	
6820	2.2727	0.0000	0.0000	0.0000	
15971	0.0000	0.0000	0.0000	0.0000	
15991	1.1905	0.0000	0.0000	1.1905	
6710	1.0204	0.0000	0.0000	1.0204	
6830	0.0000	0.0000	0.0000	0.0000	
16001	1.4493	1.4493	0.0000	0.0000	
6700	0.0000	0.0000	0.0000	0.0000	
18131	6.6667	0.0000	3.3333	0.0000	
20171	0.9709	0.9709	0.0000	0.0000	
1031	1.8182	0.0000	0.0000	0.0000	
1261	5.8824	5.8824	0.0000	0.0000	
1271	0.0000	0.0000	0.0000	0.0000	
1681	2.5000	2.5000	0.0000	0.0000	
