,ID,COM,COMO,CON,CURSO,DEL,EST,GRACIA,GREI,MUCHA,PARA,PERO,POR,QUE,REPUT,STAT,THANK_x,THAT_x,THE_x,TODO,YOU,ACCEPT,ANONYM,CHALLENG,CODE,CONSIDER,DATE,DISAGRE,DISAPPOINT,EXERCIS,EXPRESS,FRUSTRAT,GET,HATE,LESS,NECESSARILI,NOT_x,PERHAP,SIMPLI,TURN,WHITE,AGRE,AMAZ,CAN_x,CATHI,GREAT,HREF_x,HTTP_x,MUCH,NAME,NOT_y,ORG_x,PAGE,POMERANTZ,PROBLEM_x,QUESTION_x,TARGET_x,THANK_y,THE_y,TITL,WHICH,001,APOLOG,APPAR,BEEN,CAUS,CREDIT,ENCOUNT,FIX,HOMEWORK_x,INSTEAD,ISSU_x,NOW,PLAYER,REMOV,RESOLV,SCORE,SINCER,SORRI,SUBMIT,UPDAT,ADDIT,BROWSER,CHROME,DETAIL,ERROR,FACTUAL,FIREFOX,HOMEWORK_y,ISSU_y,MESSAG,MISTAK,OMIT,PROBLEM_y,QUESTION_y,QUIZ,STRONG,SUBMISS,TYPE,TYPO,WINDOW,CONTENT,DEFIN,DEPEND,DESCRIB,ELEMENT,EXAMPL,FORMAT,HREF_y,HTTP_y,MEAN,META,NOT,OBJECT,ORG_y,SCHEME,TAG,TARGET_y,THANK,THAT_y,VOCABULARI,ANI,ANYBODI,ANYON,CAN_y,DOE,EMAIL,HOW,KNOW,NOTE,ONTOLOG,QUESTION,RECIP,REGARD,TAKE,THOUGHT,WHAT,WHERE,WHY,WONDER,WOULD,ASSENT,ANXIETY,EMOTICONS,POSITIVE EMOTION,AFFECTIVE PROCESSES,ANGER,NEGATIVE EMOTION,SADNESS,INSTRUCTOR,INSIGHT,INCLUSION,CAUSATION,INHIBITION,DISCREPANCY,TENTATIVENESS,COGNITIVE PROCESSES,EXCLUSION,CERTAINTY,FIRST,PREV,AVG,MIN,MAX,STDEV,RELIGION,LEISURE,ACHIEVEMENT,HOME,WORK,MONEY,DEATH,DAYS,HOURS,MINUTES,TOTAL PRON,AUXILIARY VERBS,1ST SINGULAR,3RD PLURAL,UNIQUE,NUMBERS,PREPOSITIONS,TOTAL 2ND,CONJUNCTIONS,ARTICLES,SWEAR WORDS,ABBREVIATIONS,1ST PLURAL,FUNCTION WORDS,3RD SINGULAR,SIXLTR,FUTURE TENSE,PERSONAL PRON,QUANTIFIERS,WPS,PRESENT TENSE,NEGATIONS,IMPERSONAL PRON,ADVERBS,PAST TENSE,COMMON VERBS,LINKS,ABSOLUTE_MOD,RELATIVE_MOD,PERCEPTUAL PROCESSES,SEEING,HEARING,FEELING,ABSOLUTE_POSIT,RELATIVE_POSIT,POST,QMARKS,PERIOD,APOSTRO,COLON,QUOTE,QMARK,SEMIC,COMMA,EXCLAM,PARENTH,ALLPCT,DASH,OTHERP,ABSOLUTE_POS,RELATIVE_POS,ABSOLUTE_NEG,RELATIVE_NEG,FAMILY,SOCIAL PROCESSES,FRIENDS,HUMANS,DIC,FILLERS,VOTES
573,9281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6949,0.0,0.0,3.3898,3.3898,0.0,0.0,0.0,0,3.3898,1.6949,6.7797,0.0,0.0,10.1695,22.0339,1.6949,1.6949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6949,0.0,0.0,6.0,144.0,8606.0,8.4746,6.7797,0.0,0.0,77.9661,0.0,11.8644,0.0,3.3898,8.4746,0.0,0.0,0.0,50.8475,0.0,18.6441,0.0,0.0,10.1695,8.4286,13.5593,0.0,8.4746,5.0847,0.0,15.2542,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1,28.5714,22.0339,0.0,0.0,13.5593,3.3898,0.0,5.0847,0.0,0.0,52.5424,0.0,8.4746,2.0,0.0225,2.0,0.0225,0.0,0.0,0.0,0.0,67.7966,0.0,1
574,7831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9704,2.4631,0.0,0.4926,0.4926,0,1.4778,2.9557,4.9261,1.4778,0.0,1.9704,16.7488,3.4483,1.4778,0.3648,0.344,0.2778,0.17,0.3699,0.0773,0.0,0.0,2.4631,0.0,0.9852,0.0,0.0,2.0,36.0,2156.0,8.3744,7.3892,0.0,0.9852,62.069,0.0,10.8374,0.9852,4.4335,8.867,0.0,0.0,0.0,47.2906,0.0,24.1379,0.0,1.9704,5.9113,20.3,8.3744,2.4631,6.4039,3.4483,0.9852,10.8374,0,1.0,0.0038,2.9557,1.4778,1.4778,0.0,9.0,0.75,1,0.0,8.3744,0.9852,0.9852,0.9852,0.0,0.0,6.4039,0.4926,2.4631,32.0197,0.0,11.33,4.0,0.0152,4.0,0.0152,0.0,4.9261,0.0,0.0,68.4729,0.0,1
575,6381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0,4.0,2.0,4.0,2.0,2.0,0.0,16.0,4.0,0.0,0.2463,0.0124,0.2471,0.0,0.4828,0.1184,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,97.0,5767.0,16.0,6.0,8.0,0.0,78.0,0.0,10.0,0.0,8.0,8.0,0.0,0.0,0.0,52.0,0.0,16.0,0.0,8.0,0.0,25.0,12.0,4.0,8.0,6.0,0.0,14.0,0,0.0,0.0,2.0,0.0,2.0,0.0,28.0,0.9655,1,0.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,2.0,1.0,0.0182,1.0,0.0182,0.0,6.0,0.0,2.0,80.0,0.0,0
576,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9703,2.9703,0.0,0.0,0.0,0,0.0,7.9208,1.9802,0.0,0.0,1.9802,17.8218,0.9901,1.9802,0.0467,0.1547,0.121,0.0467,0.1616,0.0645,0.0,0.0,1.9802,0.0,4.9505,1.9802,0.0,10.0,222.0,13317.0,14.8515,6.9307,0.0,0.9901,72.2772,0.9901,11.8812,1.9802,5.9406,4.9505,0.0,0.0,4.9505,49.505,0.0,24.7525,0.0,7.9208,3.9604,101.0,7.9208,0.0,6.9307,1.9802,0.0,7.9208,0,1.0,0.0085,1.9802,1.9802,0.0,0.0,4.0,0.4,0,200.0,4.9505,0.0,0.9901,0.0,1.9802,0.0,4.9505,0.0,1.9802,23.7624,0.9901,7.9208,6.0,0.0208,6.0,0.0208,0.0,11.8812,0.0,0.0,70.297,0.0,0
577,4931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1224,10.2041,0.0,2.0408,0.0,1,0.0,0.0,2.0408,0.0,6.1224,2.0408,14.2857,6.1224,2.0408,0.1274,0.1274,0.1274,0.1274,0.1274,0.0,0.0,0.0,4.0816,2.0408,4.0816,0.0,0.0,7.0,150.0,8980.0,20.4082,8.1633,4.0816,0.0,85.7143,2.0408,12.2449,10.2041,4.0816,4.0816,0.0,0.0,0.0,57.1429,0.0,18.3673,2.0408,14.2857,0.0,16.3333,8.1633,4.0816,6.1224,4.0816,2.0408,12.2449,0,2.0,0.0377,0.0,0.0,0.0,0.0,2.0,1.0,1,0.0,4.0816,4.0816,0.0,0.0,0.0,0.0,4.0816,2.0408,0.0,14.2857,0.0,0.0,5.0,0.0943,5.0,0.0943,0.0,12.2449,0.0,0.0,81.6327,0.0,0
578,3481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.3478,4.3478,0.0,0.0,0.0,0,0.0,6.5217,2.1739,0.0,4.3478,2.1739,17.3913,2.1739,0.0,0.0522,0.0671,0.0546,0.0,0.2104,0.0429,0.0,0.0,6.5217,0.0,8.6957,2.1739,0.0,8.0,182.0,10869.0,4.3478,2.1739,2.1739,2.1739,89.1304,2.1739,15.2174,0.0,10.8696,6.5217,0.0,0.0,0.0,43.4783,0.0,28.2609,2.1739,4.3478,2.1739,9.2,2.1739,0.0,0.0,4.3478,4.3478,8.6957,0,1.0,0.0196,2.1739,0.0,0.0,0.0,96.0,0.64,1,0.0,6.5217,2.1739,0.0,0.0,0.0,0.0,4.3478,2.1739,0.0,19.5652,0.0,4.3478,5.0,0.098,5.0,0.098,0.0,4.3478,0.0,0.0,73.913,0.0,0
579,2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.5455,0.0,0.0,0.0,0.0,9.0909,4.5455,0.0,0.0198,0.0492,0.0273,0.0,0.0812,0.0199,0.0,0.0,0.0,0.0,13.6364,0.0,0.0,9.0,197.0,11784.0,9.0909,9.0909,9.0909,0.0,90.9091,4.5455,13.6364,0.0,13.6364,4.5455,0.0,0.0,0.0,54.5455,0.0,22.7273,0.0,9.0909,0.0,22.0,0.0,0.0,0.0,0.0,0.0,9.0909,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.1733,1,0.0,4.5455,4.5455,0.0,0.0,0.0,0.0,9.0909,0.0,0.0,18.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5455,0.0,0.0,77.2727,0.0,0
580,5610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5088,3.5088,0.0,0.0,0.0,0,7.0175,1.7544,3.5088,0.0,1.7544,5.2632,19.2982,5.2632,0.0,0.0715,0.0158,0.049,0.0052,0.1351,0.0454,0.0,0.0,3.5088,0.0,10.5263,0.0,0.0,4.0,73.0,4350.0,15.7895,8.7719,5.2632,1.7544,70.1754,0.0,8.7719,1.7544,8.7719,7.0175,0.0,0.0,0.0,57.8947,0.0,15.7895,0.0,8.7719,3.5088,57.0,12.2807,1.7544,7.0175,7.0175,1.7544,15.7895,0,2.0,0.0317,0.0,0.0,0.0,0.0,8.0,0.8889,0,200.0,1.7544,3.5088,0.0,0.0,3.5088,0.0,3.5088,0.0,0.0,15.7895,0.0,3.5088,2.0,0.0133,2.0,0.0133,0.0,14.0351,0.0,1.7544,89.4737,0.0,0
581,581,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6667,0.0,0.0,10.0,221.0,13256.0,0.0,0.0,0.0,0.0,100.0,16.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3333,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333,1,0.0,33.3333,0.0,16.6667,0.0,0.0,0.0,0.0,0.0,0.0,133.3333,0.0,83.3333,0.0,0.0,0.0,0.0,0.0,16.6667,0.0,0.0,33.3333,0.0,0
582,21501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2987,0.0,0.0,12.987,12.987,0.0,0.0,0.0,0,0.0,2.5974,3.8961,0.0,1.2987,0.0,11.6883,0.0,3.8961,0.0699,0.079,0.0859,0.0044,0.272,0.0462,0.0,1.2987,2.5974,0.0,7.7922,1.2987,0.0,5.0,108.0,6462.0,12.987,7.7922,6.4935,0.0,77.9221,3.8961,12.987,0.0,3.8961,10.3896,0.0,0.0,0.0,59.7403,0.0,18.1818,0.0,6.4935,5.1948,11.0,11.6883,0.0,6.4935,5.1948,2.5974,14.2857,0,0.0,0.0,1.2987,1.2987,0.0,0.0,72.0,0.7347,1,0.0,18.1818,0.0,1.2987,0.0,0.0,0.0,1.2987,0.0,0.0,24.6753,1.2987,2.5974,10.0,0.1099,10.0,0.1099,0.0,0.0,0.0,0.0,93.5065,0.0,2
583,1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1277,0.0,0.0,6.383,6.383,0.0,0.0,0.0,0,2.1277,2.1277,2.1277,0.0,6.383,8.5106,27.6596,6.383,2.1277,0.1906,0.0513,0.0931,0.0108,0.2902,0.0713,0.0,0.0,4.2553,0.0,6.383,0.0,0.0,5.0,115.0,6864.0,6.383,12.766,2.1277,0.0,80.8511,0.0,10.6383,0.0,8.5106,6.383,0.0,0.0,0.0,51.0638,0.0,21.2766,2.1277,2.1277,4.2553,15.6667,4.2553,0.0,4.2553,4.2553,0.0,14.8936,0,3.0,0.0556,0.0,0.0,0.0,0.0,28.0,0.7568,0,33.3333,6.383,2.1277,0.0,0.0,2.1277,0.0,8.5106,0.0,0.0,21.2766,2.1277,0.0,13.0,0.0221,13.0,0.0221,0.0,4.2553,0.0,2.1277,76.5957,0.0,0
584,20051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478,4.3478,0.0,0.0,0.0,0,8.6957,4.3478,0.0,0.0,0.0,8.6957,21.7391,0.0,0.0,0.2022,0.2022,0.2022,0.2022,0.2022,0.0,0.0,0.0,4.3478,4.3478,4.3478,0.0,0.0,4.0,96.0,5735.0,0.0,17.3913,0.0,0.0,91.3043,17.3913,17.3913,0.0,0.0,4.3478,0.0,0.0,0.0,52.1739,0.0,26.087,4.3478,0.0,0.0,11.5,4.3478,0.0,0.0,13.0435,4.3478,17.3913,1,1.0,0.0385,0.0,0.0,0.0,0.0,2.0,1.0,1,0.0,8.6957,0.0,0.0,8.6957,0.0,0.0,4.3478,0.0,0.0,26.087,0.0,4.3478,0.0,0.0,0.0,0.0,0.0,4.3478,0.0,0.0,73.913,0.0,0
